Source,picture,Catalog#,Lizard_ID,Species,Sex,Status,Collection_Date,collector,Locality,Collection_Notes,Dissection_Notes,Country,Latitude,Longitude,State,elevation,County,spatial_accuracy,Study,georef_verif,SVL,insert_elbow,Tail,elbow_wrist,Tail Diam,wrist_3rd,HL,trunk,HW,Tail Circum,HL_ear_rostral,Mass_grams,
LACM,,142958,LACM142958,suspectum,m,museum,7/22/1985,,"Green Valley, RMFD, 891 Circulo Napa",,"L teste vis, R teste removed",USA,31.8665603,-111.0034346,Arizona,909,Pima,1,,Yes,290,,138,,27.84,,53.77,,53.73,,60.05,,
LACM,,142957,LACM142957,suspectum,m,museum,8/21/1985,,"RMFD #44, Vic Intersection Swan Rd & Sunrise Dr",,"testes removed, vas deferens vis, tail very fat",USA,32.3083901,-110.8925628,Arizona,835,Pima,1,,Yes,272,,136,,32.8,,52.57,,50.25,,56.04,,
LACM,,142956,LACM142956,suspectum,m,museum,7/15/1985,,"N Tucson, RMFD #44, 1947 E River Rd",,,USA,32.28706,-110.9427738,Arizona,721,Pima,1,,Yes,241,,0,,22.99,,50.59,,43.06,,51.06,,
LACM,,142989,LACM142989,suspectum,f,museum,1985,RMFD,"W Tucson, 5940 N Lia Lagarto, vic First Ave & Orange Grove Rd",,enlarged oviducts,USA,32.32297,-110.9611845,Arizona,780,Pima,1,,Yes,267,,0,,30.41,,52.8,,45.25,,52.79,384.7,
LACM,,142954,LACM142954,suspectum,m,museum,7/29/1985,"Bill, the maintenance man","NW Tucson, Oracle Villa Apts, 11 E Orange Grove",,"L teste vis, R teste disected",USA,32.3227161,-110.9716987,Arizona,755,Pima,1,,Yes,280,,140,,28.12,,52.42,,45.33,,53.62,416.7,
LACM,,142966,LACM142966,suspectum,m,museum,8/2/1965,Major Reiter,"Missle Site, ca 2 mi W of Nogales Hwy on St Thomas Village Rd, ca 3mi N Green Valley",,testes removed,USA,31.922305,-111.019419,Arizona,955,Pima,5,,Yes,277,,130,,23.4,,58.66,,47.66,,55.77,,
LACM,,142952,LACM142952,suspectum,m,museum,7/24/1985,,"Green Valley, RMFD, 1148 N Mountain View",,both hemes everted,USA,31.854162,-110.992828,Arizona,881,Pima,1,,Yes,232,,117,,21.04,,49.41,,41.36,,49.42,,
LACM,,142951,LACM142951,suspectum,m,museum,9/15/1985,,"NW Tucson,RMFD, Ina & Oracle Sta, 1140 E Chula Vista Rd.",,testes vis.,USA,32.3305129,-110.9544038,Arizona,801,Pima,1,,Yes,215,,107,,23,,43.2,,39.5,,46.22,231.47,
LACM,,142950,LACM142950,suspectum,m,museum,10/29/1985,W. E. Gaddis,"N Tucson, 1/2 mi N of end of N Alvarnon",,"very emaciated, testes removed",USA,32.2946059,-110.9092569,Arizona,779,Pima,1,,Yes,280,,0,,17.8,,50.02,,38.27,,52.31,176.73,
LACM,,142949,LACM142949,suspectum,f,museum,5/24/1985,Mike Saganich,"N Tucson, 11 East Orange Grove Rd., Vic NE quadrant Oracle Rd & Orange Grove Rd.",,5 lg gumball sz eggs,USA,32.322754,-110.974112,Arizona,758,Pima,,,No,266,,130,,27.39,,52.53,,45.44,,57.08,513.88,
LACM,,142948,LACM142948,suspectum,f,museum,5/6/1985,Chris,"N Tucson, Sta Catalina Mts, 6600 N Finisterra, W end of Craycroft",,"busting out w/ eggs (5 gumball sz), very fat",USA,32.3266237,-110.8727896,Arizona,934,Pima,1,,Yes,295,,140,,31.74,,56.05,,46.99,,55.01,749.13,
LACM,,142947,LACM142947,suspectum,f,museum,5/2/1985,,"Rural Metro Fire Department, 961 Paseo de Centro, Green Valley",(CMG; can’t find road; generic Green Valley Georef.),"7 gumball sz eggs, very fat lizard",USA,31.8523357,-110.9995079,Arizona,901,Pima,5,,Yes,300,,148,,33.5,,56.81,,46.95,,58.73,597.56,
LACM,,142946,LACM142946,suspectum,f,museum,5/5/1985,,"RMFD, 275 Circulo de Paladin, Green Valley",,eggs busting out (5 gumball sz),USA,31.8739952,-110.9971475,Arizona,895,Pima,1,,Yes,280,,140,,29.19,,54.76,,46.47,,56.51,583.16,
LACM,,142945,LACM142945,suspectum,m,museum,4/9/1985,R B Ensign,"N Tucson, Near Ina Rd & Oracle Rd on Casas Adobes Rd",,testes vis.,USA,32.3286998,-110.9779644,Arizona,765,Pima,1,,Yes,269,,0,,26.54,,53.25,,46.53,,53.99,380.8,
LACM,,142944,LACM142944,suspectum,m,museum,5/2/1985,George Michael,"Big Rock Rd & Mountain Shadows Rd, NE Junction Ina Rd & First Ave",,"testes enlarged, R teste part disected",USA,32.3433852,-110.9541463,Arizona,843,Pima,1,,Yes,271,,134,,24.85,,52.25,,44.45,,43.69,405.45,
LACM,,142955,LACM142955,suspectum,m,museum,6/27/1985,,"N Tucson, RMFD #44, 5922 Placita del Conde, vic Skyline Dr &Ponotoc Rd",,both hemes everted,USA,32.314157,-110.898528,Arizona,836,Pima,1,,Yes,230,,113,,22.24,,48.64,,40.24,,47.75,,
LACM,,142975,LACM142975,suspectum,unk,museum,4/17/1964,,No locality data,,reprod tract removed,USA,,,Arizona,,unknown,,,ref not possible,290,,137,,22.96,,54.93,,51.24,,61.15,,
LACM,,142986,LACM142986,suspectum,m,museum,5/30/1985,Mrs. Chase,"NE Tucson,11431 E Summer Trail, vic Catalina Hwy & Snyder Rd",,"hemes everted, testes vis",USA,32.2883298,-110.7481741,Arizona,830,Pima,1,,Yes,246,,117,,24.56,,50.46,,45.82,,52.61,350.09,
LACM,,142985,LACM142985,suspectum,m,museum,6/5/1985,RMFD#45,"NE Tucson, Vic Houghton Rd & Tanque Verde Rd",,both hemes everted,USA,32.2509181,-110.7722282,Arizona,788,Pima,1,,Yes,225,,113,,21.84,,47.07,,40.01,,48.27,249.09,
LACM,,142984,LACM142984,suspectum,f,museum,7/12/1985,,vic. intersection El Camino del Cerro & Tortolita Roads,,tail is very fat,USA,32.2942069,-111.0756826,Arizona,722,Pima,1,,Yes,243,,132,,35.38,,52.32,,43.31,,53.22,,
LACM,,142983,LACM142983,suspectum,m,museum,5/6/1985,RMFD #45,"Houghton Rd and Speedway Area, Tucson",,"both hemes everted, very fat tail",USA,32.2354554,-110.7727432,Arizona,783,Pima,1,,Yes,306,,144,,32.5,,58.63,,55.61,,61.78,756.43,
LACM,,142982,LACM142982,suspectum,f,museum,6/7/1966,J. B. Williams,"5th & Alamo, Tucson",,"reprod tract removed, tag says F",USA,32.2288847,-110.8623933,Arizona,778,Pima,1,,Yes,236,,112,,23.29,,44.17,,38.07,,46.06,,
LACM,,142981,LACM142981,suspectum,f,museum,5/26/1966,,Tucson Area,,"reprod tract removed, vis. Oviduct, tail very fat",USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,306,,143,,33.65,,55.07,,45.3,,57.52,,
LACM,,142980,LACM142980,suspectum,f,museum,5/17/1960,Ron Wells,Anaconda Co. on La Canada Rd off Nogales Highway,,reprod tract removed,USA,31.9013881,-110.994873,Arizona,892,Pima,5,,Yes,295,,137,,28.89,,53.57,,46.9,,54.78,,
LACM,,142979,LACM142979,suspectum,f,museum,6/23/1960,Joan Durenburger,"Catalina Foothills nr Orange Grove Rd, N of Tucson",,two near full term eggs,USA,32.3226073,-110.9433746,Arizona,801,Pima,5,,Yes,275,,127,,25.55,,53.44,,44.42,,53.13,,
LACM,,142978,LACM142978,suspectum,f,museum,4/9/1985,Gary McCorkle,"12750 S Baldwin Lane, R10E T16S, N 1/2  NW 1/4  SE 1/4  SW 1/4 Sect 24",,check goldberg (sex),USA,32.0212485,-111.2761402,Arizona,929,Pima,1,,Yes,255,,128,,24.66,,55.17,,47.34,,53.89,412.61,
LACM,,142964,LACM142964,suspectum,m,museum,6/9/1965,Mrs Dedula,"4440 N Alvernon, Catalina Foothills, N of Tucson",,testes removed,USA,32.2882935,-110.9089565,Arizona,765,Pima,1,,Yes,255,,129,,24.29,,52.71,,43.96,,54.03,,
LACM,,142976,LACM142976,suspectum,m,museum,5/10/1985,,"NE Tucson, RMFD #45 ca 0.5mi N Tanque Verde Rd off Houghton Rd",,"testes vis, both hemes everted",USA,32.2588299,-110.7722711,Arizona,795,Pima,1,,Yes,270,,135,,28.48,,55.26,,49.47,,58.42,550.37,
LACM,,142965,LACM142965,suspectum,m,museum,Unknown,,No locality data,,both hemes everted,USA,,,Arizona,,unknown,,,ref not possible,246,,112,,22.92,,49.24,,42.48,,51.85,,
LACM,,142974,LACM142974,suspectum,m,museum,Unknown,,No locality data,,disected testes vis.,USA,,,Arizona,,unknown,,,ref not possible,270,,130,,24.78,,55.25,,49.39,,55.53,,
LACM,,142973,LACM142973,suspectum,f,museum,Unknown,,No locality data,,"5 gumball sz eggs, many follicles, misc rept. Eggs in stom.",USA,,,Arizona,,unknown,,,ref not possible,289,,142,,27.12,,51.71,,45.73,,54.89,,
LACM,,142972,LACM142972,suspectum,m?,museum,5/7/1964,G Nesbitt,"Nesbitt Residence, 2 mi N Overton Rd on Thornydale Rd, Tucson",,"sex organs disected out, see goldberg",USA,32.4053639,-111.0470151,Arizona,785,Pima,1,,Yes,270,,132,,23.7,,53.15,,43.82,,53.23,,
LACM,,142971,LACM142971,suspectum,unk,museum,8/18/1965,Frances Grow,"435 S Freeman, Tucson",,"tag says male(az), see goldberg",USA,32.2143986,-110.7381105,Arizona,861,Pima,1,,Yes,264,,135,,24.06,,52.63,,42.73,,52.77,,
LACM,,142970,LACM142970,suspectum,f,museum,7/2/1965,Willard Harland,"7 mi SW Red Rock, Picacho Peak area",,"oviduct looking structure, 4 smaller than bb sz. Follicles",USA,32.515552,-111.469345,Arizona,587,Pima,5,,Yes,209,,101,,15.5,,41.37,,33.37,,42.26,,
LACM,,142969,LACM142969,suspectum,f,museum,5/1/1964,L. Blankenship,"Rincon Creek & Rockin K Ranch, ca 5 mi N Vail",,"lg oviducts, bb sz follicles, pea sz eggs",USA,32.124317,-110.708057,Arizona,899,Pima,5,,Yes,280,,133,,23.6,,55.01,,47.43,,54.55,,
LACM,,142968,LACM142968,suspectum,m,museum,Unknown,,No locality data,,"L teste vis, R teste missing",USA,,,Arizona,,unknown,,,ref not possible,273,,138,,25.39,,52.77,,48.97,,56.27,,
LACM,,142967,LACM142967,suspectum,f,museum,5/4/1965,R.M McGillicuddy,"Tucson Mts, Halfway between Desert Museum & Gates Pass",,"bb sz follicles, 4 pea sz eggs",USA,32.223548,-111.134777,Arizona,817,Pima,5,,Yes,255,,125,,25.15,,50.93,,40.78,,50.59,,
LACM,,142942,LACM142942,suspectum,m,museum,5/18/1964,,"S of Tucson, San Xavier Mission",,both testes enlarged,USA,32.107227,-111.006665,Arizona,766,Pima,5,,Yes,265,,130,,20.61,,50.56,,42.79,,51.79,,
LACM,,142977,LACM142977,suspectum,m,museum,5/27/1985,Karen Moore,"3436 N Country Club, Tucson",,both hemes everted,USA,32.2690634,-110.9267878,Arizona,730,Pima,1,,Yes,239,,117,,23.08,,49.57,,42.29,,52.43,,
MNA,,7.679,MNAZ7.679,suspectum,,,4/16/1972,,Sheep's Bridge Crossing (Verde R.) 32 miles ESE Cordes Junct. ,"CMG: locality taken literal, SLD",,USA,34.077933,-111.708183,Arizona,638,Yavapai,10,,Yes,,,,,,,,,,,,,
MNA,,7.2113,MNAZ7.2113,suspectum,,,7/15/1967,,2 miles North on Oracle Hwy. (AZ789) from Tucson city limits,,,USA,32.3640132,-110.9708404,Arizona,794,Pima,10,,Yes,,,,,,,,,,,,,
MNA,,7.2114,MNAZ7.2114,suspectum,,,4/29/1971,,"just on the north side of the bridge crossing the Rillito River by Campbell Ave., Tucson",,,USA,32.2850283,-110.9438896,Arizona,711,Pima,1,,Yes,,,,,,,,,,,,,
MNA,,7.198,MNAZ7.198,suspectum,,,5/31/1953,,"Old Tucson; Tucson Mt. Park, AZ.",,,USA,32.2171581,-111.1323738,Arizona,805,Pima,5,,Yes,,,,,,,,,,,,,
MNA,,7.2112,MNAZ7.2112,suspectum,,,6/7/1967,,4.7miles west on Tangerine Rd. from junct with the Oracle Hwy (AZ 789),,,USA,32.4238044,-111.0309219,Arizona,832,Pima,1,,Yes,,,,,,,,,,,,,
MNA,,7.2871,MNAZ7.2871,suspectum,,,06-Oct.-1992,,"Cave creek Rd. near Vermeersch Rd., Cave creek",,,USA,33.8298916,-111.9314146,Arizona,691,Maricopa,1,,Yes,,,,,,,,,,,,,
MNA,,7.2115,MNAZ7.2115,suspectum,,,7/1/1970,,at the junct. Of AZ 92 and Tovery Hill Rd. in the city limits of Bisbee,CMG; Toveraville Rd.?,,USA,31.4081174,-109.9020338,Arizona,1546,Cochise,10,,Yes,,,,,,,,,,,,,
MSB,MSB 39.jpg,39,MSB39,suspectum,male,museum specimen,20.Oct.54,Fred Shaffer,Silver City,likely erroneous record,"testes; 2.7, 2.8",USA,32.769899,-108.279608,New Mexico,1808,Grant,1,,Yes,145,7.9,68,11.6,7.8,16.1,26.8,,20.9,,29.5,,
MSB,MSB 1806.jpg,1806,MSB1806,suspectum,male,museum specimen,30.Apr.45,A.A. Lindsey,Cienega of San Simon,,small testes; empty stomach,USA,32.037265,-109.03966,New Mexico,1197,Hidalgo,5,,Yes,226,16.7,103,14.7,16.2,28.3,41.9,,38.6,,46.1,,
MSB,MSB 4834.jpg,4834,MSB4834,suspectum,unk.,museum specimen,6.Jun.60,A.H. Harris,2 mi S Christmas,,too mangled to get any data,USA,33.033146,-110.740885,Arizona,777,Gila,1,,Yes,,,,,,,,,,,,,
MSB,MSB 10952.jpg,10952,MSB10952,suspectum,female,museum specimen,22.Aug.63,"Howard Campbell, R.K","Ash Canyon, Redrock",,no eggs in oviduct,USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,292,20,132,22.6,28.3,30.4,51.2,,45.8,,57.6,,
MSB,MSB 17219.jpg,17219,MSB17219,suspectum,unk.,museum specimen,23.Sep.67,Jay Druecker,"2 mi SE Cazador, by US 80",,guts and sex organs missing,USA,31.474503,-109.394251,Arizona,1362,Cochise,1,,Yes,293,22.6,152,23.5,31.2,30.6,49,,47.8,,55.5,,
MSB,MSB 19022.jpg,19022,MSB19022,suspectum,unk.,museum specimen,30.May.69,T.L. Brown,"U.S. [Hwy] 89, ca. 1 mile S of Continental, 2",,too small to sex,USA,31.838359,-110.979327,Arizona,876,Pima,1,,Yes,118,7,51,12.8,9.7,12.1,23.6,,21,,26.4,,
MSB,MSB 25634.jpg,25634,MSB25634,suspectum,female,museum specimen,20.Jun.61,Lane Anderson,20 mi W of Tucson on Ajo Rd (Az 86),,large fat reserves,USA,32.075011,-111.3467788,Arizona,775,Pima,10,,Yes,250,16.9,124,21.5,27.5,26.5,45.9,,41.1,,47.2,,
MSB,MSB 25635-b.jpg,25635,MSB25635,suspectum,male,museum specimen,1964,R.K. Dunlop & M. Wil,Vicinity of Redrock,,"testes; 13.1, 11.4",USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,336,19.2,156,30.5,30,33.5,52.9,,53.4,,62.8,,
MSB,MSB 31194.jpg,31194,MSB31194,suspectum,male,museum specimen,20.Oct.74,"Scott, Bogan & Wilson",5 mi S Imuris,,"testes; 9.8, 10.0",Mexico,,,Sonora,,,,,flag to revisit later,296,15.5,141,23,24.8,29,51.2,,45.9,,58.7,,
MSB,,36566,MSB36566,suspectum,,museum specimen,nodate,(M Williamson),vicinity of Bisbee,,did not receive this specimen when museum sent holdings,USA,31.447549,-109.927636,Arizona,1708,Cochise,5,,Yes,,,,,,,,,,,,,
MSB,,36568,MSB36568,suspectum,,museum specimen,21.Jun.77,(M Williamson),US Highway 70,,did not receive this specimen when museum sent holdings,USA,,,New Mexico,,Hidalgo,,,ref not possible,,,,,,,,,,,,,
MSB,,39730,MSB39730,suspectum,,museum specimen,24.Jul.83,RD Jennings,9.8 mi SE of Yucca along Alamo Rd,,did not receive this specimen when museum sent holdings,USA,34.787602,-114.008981,Arizona,804,Mohave,1,,Yes,,,,,,,,,,,,,
MSB,MSB 41494.jpg,41494,MSB41494,suspectum,male,museum specimen,20.Aug.83,"T.H. Fritts, R.D. Jennings","2.5 mi W of Carbo, DOR",,"testes; 7.8, 7.9 freshly preserved after kill",Mexico,,,Sonora,,,,,flag to revisit later,240,20.2,123,22.8,23.5,27.9,44.4,,43.1,,49.7,,
MSB,,43448,MSB43448,suspectum,,museum specimen,11.Aug.84,L.A. Fitzgerald,"~4.8 km NE Red Rock, Ash Creek near Lydian Peak",orig. record had county recorded as Catron (erroneous),did not receive this specimen when museum sent holdings,USA,32.790177,-108.707142,New Mexico,1469,Grant,1,,Yes,,,,,,,,,,,,,
MSB,MSB 47597.jpg,47597,MSB47597,suspectum,male,museum specimen,20.Jun.79,A. Ford,Redrock Game Farm,,everted hemipene; gut cavity not opened.,USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,313,23.9,138,22.4,25.9,30.9,47.8,,48.2,,56.9,,
MSB,MSB 47598.jpg,47598,MSB47598,suspectum,female,museum specimen,Aug.79,L. Florez & M. Dziel,"BLM Rd 3144, T195 R21W, S10",,missing tail and leg; 5 bb sized eggs in oviduct,USA,,,New Mexico,,Hidalgo,,,flag to revisit later,295,21.1,,22.8,,30.5,52.2,,48.1,,54.1,,
MSB,MSB 48023-a.jpg,48023,MSB48023,suspectum,female,museum specimen,1981,"Mike Bell, Doug Hump",DOR near Red Rock Game Farm,,,USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,303,22.2,141,26.5,28.5,31.9,54.9,,51.8,,61.9,,
MSB,MSB 49274-b.jpg,49274,MSB49274,suspectum,male,museum specimen,28.May.86,A Ford,"along Mogollon Creek, ~0.25mi up unnamed canyon between Gobbler Canyon and Tepee Canyon (T13S - R17W-S2)",,both hemipenes everted,USA,33.206378,-108.577983,New Mexico,2090,Grant,1,,Yes,300,18.4,138,27.4,24.1,32.8,47.9,,52.3,,58.8,,
MSB,MSB 51858.jpg,51858,MSB51858,suspectum,male,museum specimen,Jun.90,BR Tomberlin,"DOR US Hwy 80 at Granite Gap, approx 11 rd mi S Road Forks",,hemipene partially everted; testes missing,USA,32.081923,-108.982745,New Mexico,1325,Hidalgo,5,,Yes,342,25.1,151,29.1,32.7,33.2,52.8,,54.2,,58.2,,
MSB,MSB 51960-a.jpg,51960,MSB51960,suspectum,male,museum specimen,10.Aug.88,JR Mendelson,"Peloncillo Mtns, DOR Hwy 80 at Granite Gap, 11.8 rd mi S and SW jct I-10",,"testes; 8.8, 8.7",USA,32.072897,-108.99144,New Mexico,1284,Hidalgo,1,,Yes,310,19.8,140,26.1,29.3,31.2,50.1,,54.7,,58.8,,
MSB,MSB 53904.jpg,53904,MSB53904,suspectum,male,museum specimen,Jul.88,BR Tomberlin and TA Snell,"Peloncillo Mtns, Antelope Pass along NM Hwy 9, ca 8-9 mi W Animas (jct NM Hwy 9 and NM Hwy 338)",,"testes; 4.4, 3.3",USA,31.935866,-108.939363,New Mexico,1327,Hidalgo,1,,Yes,129,9.8,58,9.9,9.8,15,24.4,,20.7,,27.2,,
MSB,MSB 56298.jpg,56298,MSB56298,suspectum,unk.,museum specimen,2.Sep.91,AMNH personnel - Portal SWRS,"DOR NM 80, 8 mi S Road Forks near Granite Gap",,sex organs missing,USA,32.112168,-108.946033,New Mexico,1344,Hidalgo,1,,No,302,21,130,24.4,29.7,31,51.3,,54,,59.6,,
MSB,MSB 58461.jpg,58461,MSB58461,suspectum,unk.,museum specimen,25.May.94,Charles Curtin,"DOR NM 80, 10 road miles N Rodeo",,unknown sex.,USA,31.980382,-109.035138,New Mexico,1232,Hidalgo,1,,Yes,280,14.8,131,22.8,20.7,30.7,47.3,,43.6,,54.7,,
MSB,MSB 58462-b.jpg,58462,MSB58462,suspectum,female,museum specimen,nodata,Alton Ford,Redrock,,no eggs in oviducts,USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,293,19.6,125,24.6,29.6,30.4,49.4,,48.3,,55.9,,
MSB,MSB 58463.jpg,58463,MSB58463,suspectum,female,museum specimen,nodata,Alton Ford,Redrock,,"18 bb size eggs in right ovid., 31.9 mm egg in left ovid.",USA,32.738409,-108.7028313,New Mexico,1491,Grant,10,,Yes,341,20.6,143,24.2,30.1,31.9,52.5,,53.8,,59.1,,
MSB,MSB 59640.jpg,59640,MSB59640,suspectum,male,museum specimen,2.Oct.95,Grey Ranch,"9 air miles W and 2.5 air miles N of common border AZ/NM/MEX, 1/2 mile S of Magoffin Place on plain just W of Peloncillo Mtns; T24S R31W sec4 SE1/4",,"testes; 12.3, 12.1",USA,31.375899,-109.210491,Arizona,1211,Cochise,1,,Yes,341,22.2,162,31.2,34.2,37.1,57.1,,61.4,,67.5,,
MVZ,,6313,MVZ6313,suspectum,,,6/1/1917,Harry S. Swarth (#10612),Tempe,,,USA,33.4216991,-111.9400405,Arizona,357,Maricopa,15,,Yes,,,,,,,,,,,,,
MVZ,MVZ 7617-A.jpg,7617,MVZ7617,suspectum,F,museum,6/1/1920,C. T. Vorhies,near Tucson,,oviducts with bb sized follicles,USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,278,18.7,134,18.8,21.8,31.9,53.3,,41.8,,54.3,,
MVZ,MVZ 8177-B.jpg,8177,MVZ8177,suspectum,M,museum,4/30/1921,R. D. Lusk,ca. 10 mi S Winkleman,,very reduced testes,USA,32.842778,-110.754732,Arizona,894,Pinal,5,,Yes,320,22.3,152,22.1,31,37.5,57,,56.2,,62.7,,
MVZ,MVZ 09189-A.jpg,9189,MVZ9189,suspectum,M,museum,Unknown,H. Thornburg,Kirkland,,large bean size testes,USA,34.417271,-112.711147,Arizona,1199,Yavapai,5,,Yes,350,27.5,167,25.7,29.7,41.2,63.1,,56.9,,67.4,,
MVZ,MVZ 10478-C.jpg,10478,MVZ10478,suspectum,F,museum,7/30/1926,William Belcher Jr.,Congress,,bb sized follicles,USA,34.162486,-112.849988,Arizona,927,Yavapai,5,,Yes,280,19.9,127,22,19.8,28.3,47.9,,39.8,,51.8,,
MVZ,MVZ 10479-A.jpg,10479,MVZ10479,suspectum,F,,7/30/1926,William Belcher Jr.,Congress,,large well developed oviducts- bb size follicles,USA,34.162486,-112.849988,Arizona,927,Yavapai,5,,Yes,326,18.6,147,24.1,28.5,33.1,55.2,,47.1,,56.8,,
MVZ,,28928,MVZ28928,suspectum,F,museum,3/31/1939,"Seth B. Benson (#5845), Miguel Delgadillo",33.4 mi S Santa Ana,,part liq. Guts; obs. Oviduct,Mexico,,,Sonora,,,,,flag to revisit later,235,15.9,115,20.7,22.1,25.1,42.8,,39,,46.7,,
MVZ,,29398,MVZ29398,suspectum,,,summer 1937,Thomas L. Rodgers (#2302),no specific locality recorded,,,USA,,,Arizona,,unknown,,,ref not possible,,,,,,,,,,,,,
MVZ,,49994,MVZ49994,suspectum,,,7/3/1949,Robert C. Stebbins (#3115),4.6 mi SSW St. George,,,USA,37.0220169,-113.6092758,Utah,785,Washington,5,,Yes,,,,,,,,,,,,,
MVZ,MVZ 56735-A.jpg,56735,MVZ56735,suspectum,F,museum,4/1/1952,Robert C. Stebbins,vicinity Tucson,,oviducts; bb sized follicles,USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,310,20,146,24.6,25.2,32.7,55.7,,47.3,,57.9,,
MVZ,MVZ 57600-B.jpg,57600,MVZ57600,suspectum,M,museum,6/27/1952,Gordon W. Gullion (#442),"Guzzler 0-7, Morman Mts., 24 mi N and 6 mi E Overton",,small jellybean sized testes - N.V.,USA,36.886432,-114.330154,Nevada,1158,Clark,10,,Yes,307,19.3,168,24.1,26.6,35.5,58.1,,50.2,,60.3,,
MVZ,MVZ 59448-B.jpg,59448,MVZ59448,suspectum,M,museum,6/23/1953,Robert C. Stebbins (#6462),7.9 mi SW Yarnell,,jellybean size testes; hair in gut tract,USA,34.158183,-112.862167,Arizona,919,Yavapai,5,,Yes,318,22.1,155,25.1,26.5,34.5,57.4,,51,,60,,
MVZ,MVZ 67035-A.jpg,67035,MVZ67035,suspectum,M,museum,7/6/1956,Robert C. Stebbins (#7916),"Post Office Canyon, Peloncillo Mts.",,testes,USA,31.74417,-109.04167,New Mexico,1318,Hidalgo,10,,Yes,275,17.3,131,20.8,25.6,34,53.8,,49,,57.6,,
MVZ,,71089,MVZ71089,suspectum,N/A,museum,4/11/1960,Theodore J. Papenfuss,5.5 mi SW Sonoita,,guts all smashed and absent,Mexico,,,Sonora,,,,,flag to revisit later,0,0,0,0,0,0,0,,0,,0,,
MVZ,MVZ 74260-A.jpg,74260,MVZ74260,suspectum,UNK,museum,7/30/1962,Charles W. Brown (#181),15 mi NW Sells on Hwy. 86,,"juv. Guts smashed, no visible sex organs",USA,32.085192,-112.052717,Arizona,644,Pima,5,,Yes,0,0,0,0,0,0,0,,0,,0,,
MVZ,MVZ 75935-B.jpg,75935,MVZ75935,suspectum,F,museum,3/26/1960,P. S. Lange (#13),vicinity of Trico Electric Co. Avra Valley,,oviducts,USA,32.445217,-111.303896,Arizona,590,Pima,5,,Yes,244,19.8,120,20,24.3,28.6,47.1,,43.3,,47.1,,
MVZ,MVZ 75936-B.jpg,75936,MVZ75936,suspectum,M,museum,9/27/1961,not recorded,"vicinity of 3644 E Glenn, Tucson",,peasized testes,USA,32.2578137,-110.9151363,Arizona,739,Pima,1,,Yes,292,20.8,131,21.2,25.5,31.8,49,,43,,53.5,,
MVZ,MVZ 75937-A.jpg,75937,MVZ75937,suspectum,M,museum,5/13/1961,not recorded,"Catalina Foothills, ca. 14-15 mi N Tucson",,"big testes, kindey bean size",USA,32.561035,-110.847126,Arizona,1044,Pima,5,,Yes,284,24,147,20.8,28.4,32.7,50.3,,45.5,,54.7,,
MVZ,MVZ 85005-A.jpg,85005,MVZ85005,suspectum,F,museum,5/3/1968,"Alexander K. Johnson (#280), R. Ballow",19 mi SW of Elgin,,bb size follicles one side pea size follicles on other - N.V.,USA,37.07275,-114.535521,Nevada,757,Lincoln,10,,Yes,271,17.1,141,24.2,20.8,32.1,50.2,,38.9,,50,,
MVZ,,95990,MVZ95990,suspectum,,,Unknown,not recorded,no specific locality recorded,,,unknown,,,unknown,,unknown,,,ref not possible,,,,,,,,,,,,,
MVZ,,128983,MVZ128983,suspectum,,,7/4/1975,Roger A. Luckenbach (#88),no specific locality recorded,,,USA,,,Arizona,,unknown,,,ref not possible,,,,,,,,,,,,,
MVZ,MVZ 215253-B.jpg,215253,MVZ215253,suspectum,M,museum,1987,Jonathan B. Losos (#115),"Campbell Rd., 0.8 mi N River Rd., Tucson",,hair in gut tract; one hemi everted,USA,32.2980159,-110.9404563,Arizona,753,Pima,1,,Yes,196,15.7,96,15.9,16.7,22.1,37.9,,34.4,,40.1,,
MVZ,MVZ 215578-A.jpg,215578,MVZ215578,suspectum,M,museum,8/8/1989,Harry W. Greene (#1958),1.1 mi E Portal,,hemipenis everted; head smashed off,USA,31.91388,-109.121919,Arizona,1415,Cochise,1,,Yes,0,0,0,0,0,0,0,,0,,0,,
MVZ,MVZ 215579-A.jpg,215579,MVZ215579,suspectum,UNK,museum,8/18/1989,Harry W. Greene (#1973),"Granite Gap, 22 mi N State line Rd. on Hwy 80",,mashed to all hell,USA,32.08861,-108.97306,New Mexico,1371,Hidalgo,10,,Yes,0,0,0,0,0,0,0,,0,,0,,
MVZ,,222434,MVZ222434,suspectum,,,1942,John R. Hendrickson,Tucson,,,USA,32.230954,-110.951786,Arizona,751,Pima,15,,Yes,,,,,,,,,,,,,
MVZ,,222435,MVZ222435,suspectum,,,1942,not recorded,no locality data recorded,,,unknown,,,unknown,,unknown,,,ref not possible,,,,,,,,,,,,,
